Trip_ID,Truck_ID,Driver_ID,Start_Location,End_Location,Scheduled_Departure,Scheduled_Arrival,Actual_Departure,Actual_Arrival,Weather_Condition,Traffic_Level,Road_Condition,Delay_Minutes,Distance_km,Fuel_Consumption_L,scheduled_duration_min,actual_duration_min,delay_recomputed,avg_speed_actual,fuel_efficiency_kmpl,hour_of_day,day_of_week,month,delay_min,computed_speed
T7356,TR95,D277,Pune,Kolkata,2024-05-13 02:19:00,2024-05-13 03:33:00,2024-05-13 02:44:00,2024-05-13 04:18:00,Rainy,High,Moderate,20,1877,470.51,74,94.0,20,1198.085106,3.9892882191664363,2,0,5,45.0,78.82579317134292
T7357,TR92,D94,Delhi,Lucknow,2024-04-25 06:19:00,2024-04-25 10:17:00,2024-04-25 06:31:00,2024-04-25 12:01:00,Rainy,High,Poor,92,546,193.2,238,330.0,92,99.27272727,2.8260869565217392,6,3,4,104.0,99.27272727272727
T7358,TR65,D431,Hyderabad,Pune,2024-03-05 02:11:00,2024-03-05 10:35:00,2024-03-05 02:10:00,2024-03-05 11:11:00,Rainy,Medium,Good,37,1230,377.3,504,541.0,37,136.4140481,3.260005300821627,2,1,3,36.0,136.4140480591497
T7359,TR47,D115,Kolkata,Pune,2024-02-07 15:28:00,2024-02-07 23:10:00,2024-02-07 15:58:00,2024-02-08 01:13:00,Storm,Low,Good,93,89,25.32,462,555.0,93,9.621621622,3.515007898894155,15,2,2,123.0,9.621621621621621
T7360,TR181,D176,Mumbai,Pune,2024-03-12 16:01:00,2024-03-12 18:28:00,2024-03-12 16:17:00,2024-03-12 18:00:00,Storm,High,Moderate,-44,1986,444.23,147,103.0,-44,1156.893204,4.470657092046912,16,1,3,-28.0,78.82579317134292
T7361,TR106,D121,Chennai,Ahmedabad,2024-06-28 05:13:00,2024-06-28 07:46:00,2024-06-28 05:36:00,2024-06-28 10:09:00,Fog,Low,Poor,120,854,221.27,153,273.0,120,187.6923077,3.8595381208478328,5,4,6,143.0,78.82579317134292
T7362,TR199,D13,Pune,Bangalore,2024-06-25 18:19:00,2024-06-26 01:53:00,2024-06-25 19:08:00,2024-06-26 03:34:00,Storm,High,Poor,52,1953,450.73,454,506.0,52,231.5810277,4.332970958223326,18,1,6,101.0,78.82579317134292
T7363,TR130,D485,Hyderabad,Pune,2024-05-28 18:25:00,2024-05-28 19:52:00,2024-05-28 19:22:00,2024-05-28 22:26:00,Clear,Medium,Good,97,738,153.47,87,184.0,97,240.6521739,4.808757411872027,18,1,5,154.0,78.82579317134292
T7364,TR106,D387,Hyderabad,Kolkata,2024-02-01 05:30:00,2024-02-01 07:44:00,2024-02-01 06:29:00,2024-02-01 09:17:00,Storm,High,Good,34,121,29.8,134,168.0,34,43.21428571,4.060402684563758,5,3,2,93.0,43.214285714285715
T7365,TR24,D416,Ahmedabad,Jaipur,2024-01-21 22:57:00,2024-01-22 00:50:00,2024-01-21 22:52:00,2024-01-22 03:13:00,Rainy,Medium,Good,148,1766,570.99,113,261.0,148,405.9770115,3.092873780626631,22,6,1,143.0,78.82579317134292
T7366,TR4,D163,Ahmedabad,Bangalore,2024-05-31 11:18:00,2024-05-31 17:38:00,2024-05-31 12:12:00,2024-05-31 17:21:00,Rainy,Medium,Moderate,-71,413,144.97,380,309.0,-71,80.19417476,2.848865282472236,11,4,5,-17.0,80.19417475728154
T7367,TR108,D275,Hyderabad,Chennai,2024-02-29 12:28:00,2024-02-29 17:21:00,2024-02-29 12:46:00,2024-02-29 19:01:00,Storm,Medium,Moderate,82,1696,678.03,293,375.0,82,271.36,2.501364246419775,12,3,2,100.0,78.82579317134292
T7368,TR19,D398,Delhi,Bangalore,2024-05-11 23:47:00,2024-05-12 04:36:00,2024-05-12 00:21:00,2024-05-12 06:26:00,Clear,Medium,Good,76,1910,649.87,289,365.0,76,313.9726027,2.9390493483312046,23,5,5,110.0,78.82579317134292
T7369,TR154,D176,Lucknow,Jaipur,2024-06-17 13:18:00,2024-06-17 19:49:00,2024-06-17 13:46:00,2024-06-17 21:34:00,Fog,Medium,Poor,77,968,305.07,391,468.0,77,124.1025641,3.1730422525977646,13,0,6,105.0,124.1025641025641
T7370,TR40,D470,Pune,Ahmedabad,2024-03-02 00:44:00,2024-03-02 09:35:00,2024-03-02 00:42:00,2024-03-02 12:08:00,Rainy,Low,Moderate,155,1127,355.02,531,686.0,155,98.57142857,3.1744690439975214,0,5,3,153.0,98.57142857142857
T7371,TR50,D337,Ahmedabad,Delhi,2024-04-08 23:40:00,2024-04-09 05:56:00,2024-04-09 00:36:00,2024-04-09 07:35:00,Snow,Low,Poor,43,1723,413.42,376,419.0,43,246.7303103,4.167674519858739,23,0,4,99.0,78.82579317134292
T7372,TR171,D379,Bangalore,Ahmedabad,2024-04-07 16:11:00,2024-04-07 18:51:00,2024-04-07 16:20:00,2024-04-07 20:02:00,Fog,High,Good,62,282,98.07,160,222.0,62,76.21621622,2.8754970939125117,16,6,4,71.0,76.21621621621621
T7373,TR75,D324,Kolkata,Hyderabad,2024-03-23 08:37:00,2024-03-23 13:44:00,2024-03-23 09:29:00,2024-03-23 15:09:00,Snow,Medium,Moderate,33,352,98.09,307,340.0,33,62.11764706,3.5885411356917114,8,5,3,85.0,62.11764705882353
T7374,TR195,D173,Pune,Lucknow,2024-06-02 22:24:00,2024-06-03 07:23:00,2024-06-02 22:58:00,2024-06-03 07:38:00,Snow,Medium,Good,-19,1152,458.55,539,520.0,-19,132.9230769,2.5122669283611385,22,6,6,15.0,132.92307692307693
T7375,TR12,D488,Hyderabad,Mumbai,2024-04-18 20:29:00,2024-04-19 01:09:00,2024-04-18 20:45:00,2024-04-19 01:09:00,Snow,Low,Moderate,-16,1793,568.68,280,264.0,-16,407.5,3.1529155236688475,20,3,4,0.0,78.82579317134292
T7376,TR195,D275,Hyderabad,Bangalore,2024-01-03 22:41:00,2024-01-04 05:19:00,2024-01-03 23:20:00,2024-01-04 06:19:00,Rainy,Low,Poor,21,1996,766.91,398,419.0,21,285.823389,2.602652201692506,22,2,1,60.0,78.82579317134292
T7377,TR27,D64,Chennai,Jaipur,2024-06-15 06:37:00,2024-06-15 10:04:00,2024-06-15 06:46:00,2024-06-15 13:02:00,Rainy,Medium,Good,169,556,130.09,207,376.0,169,88.72340426,4.273964178645553,6,5,6,178.0,88.72340425531915
T7378,TR113,D101,Lucknow,Kolkata,2024-01-30 13:22:00,2024-01-30 19:17:00,2024-01-30 13:58:00,2024-01-30 19:21:00,Snow,Low,Poor,-32,1105,326.37,355,323.0,-32,205.2631579,3.385727854888623,13,1,1,4.0,78.82579317134292
T7379,TR182,D322,Kolkata,Chennai,2024-06-23 05:49:00,2024-06-23 13:35:00,2024-06-23 06:29:00,2024-06-23 14:06:00,Snow,Low,Poor,-9,1385,374.3,466,457.0,-9,181.8380744,3.7002404488378304,5,6,6,31.0,78.82579317134292
T7380,TR194,D463,Bangalore,Jaipur,2024-06-02 07:57:00,2024-06-02 16:54:00,2024-06-02 08:03:00,2024-06-02 19:17:00,Fog,Medium,Poor,137,1305,296.35,537,674.0,137,116.1721068,4.40357685169563,7,6,6,143.0,116.17210682492582
T7381,TR49,D66,Jaipur,Mumbai,2024-04-15 16:08:00,2024-04-15 17:31:00,2024-04-15 16:39:00,2024-04-15 19:32:00,Rainy,Medium,Moderate,90,228,48.96,83,173.0,90,79.07514451,4.6568627450980395,16,0,4,121.0,79.07514450867052
T7382,TR144,D331,Ahmedabad,Jaipur,2024-02-09 13:43:00,2024-02-09 17:48:00,2024-02-09 14:37:00,2024-02-09 18:22:00,Snow,Medium,Poor,-20,926,244.22,245,225.0,-20,246.9333333,3.7916632544427156,13,4,2,34.0,78.82579317134292
T7383,TR130,D45,Chennai,Lucknow,2024-02-11 12:34:00,2024-02-11 16:23:00,2024-02-11 13:09:00,2024-02-11 17:22:00,Clear,High,Poor,24,1247,302.34,229,253.0,24,295.7312253,4.124495600979031,12,6,2,59.0,78.82579317134292
T7384,TR60,D87,Hyderabad,Mumbai,2024-04-08 23:41:00,2024-04-09 07:58:00,2024-04-09 00:31:00,2024-04-09 08:11:00,Rainy,Medium,Moderate,-37,1108,255.3,497,460.0,-37,144.5217391,4.3399921660791225,23,0,4,13.0,144.52173913043478
T7385,TR182,D458,Lucknow,Chennai,2024-03-03 00:59:00,2024-03-03 06:59:00,2024-03-03 01:53:00,2024-03-03 08:07:00,Rainy,High,Good,14,1046,325.52,360,374.0,14,167.8074866,3.213320226099779,0,6,3,68.0,78.82579317134292
T7386,TR30,D67,Delhi,Chennai,2024-02-19 16:25:00,2024-02-19 23:28:00,2024-02-19 17:24:00,2024-02-19 23:48:00,Clear,Low,Poor,-39,1161,272.01,423,384.0,-39,181.40625,4.268225432888497,16,0,2,20.0,78.82579317134292
T7387,TR84,D453,Chennai,Pune,2024-05-02 08:13:00,2024-05-02 12:09:00,2024-05-02 09:02:00,2024-05-02 13:26:00,Snow,Medium,Moderate,28,1700,411.2,236,264.0,28,386.3636364,4.134241245136187,8,3,5,77.0,78.82579317134292
T7388,TR166,D259,Lucknow,Mumbai,2024-02-11 06:16:00,2024-02-11 09:39:00,2024-02-11 06:22:00,2024-02-11 10:36:00,Storm,Low,Good,51,1876,520.0,203,254.0,51,443.1496063,3.6076923076923078,6,6,2,57.0,78.82579317134292
T7389,TR28,D422,Pune,Delhi,2024-06-04 16:19:00,2024-06-05 02:01:00,2024-06-04 16:44:00,2024-06-05 04:24:00,Rainy,Low,Moderate,118,513,153.05,582,700.0,118,43.97142857,3.3518458020254815,16,1,6,143.0,43.971428571428575
T7390,TR25,D205,Pune,Jaipur,2024-05-31 15:20:00,2024-06-01 00:20:00,2024-05-31 15:51:00,2024-06-01 00:22:00,Snow,High,Moderate,-29,1689,342.31,540,511.0,-29,198.3170254,4.934124039613216,15,4,5,2.0,78.82579317134292
T7391,TR96,D426,Mumbai,Hyderabad,2024-05-13 17:00:00,2024-05-14 02:11:00,2024-05-13 17:44:00,2024-05-14 04:52:00,Clear,Medium,Moderate,117,751,151.23,551,668.0,117,67.45508982,4.965945910203002,17,0,5,161.0,67.45508982035929
T7392,TR125,D467,Chennai,Jaipur,2024-05-21 20:45:00,2024-05-22 05:50:00,2024-05-21 20:51:00,2024-05-22 07:53:00,Clear,High,Good,117,213,50.26,545,662.0,117,19.30513595,4.237962594508556,20,1,5,123.0,19.305135951661633
T7393,TR10,D424,Pune,Chennai,2024-02-10 11:37:00,2024-02-10 20:41:00,2024-02-10 11:25:00,2024-02-10 21:51:00,Rainy,Low,Good,82,1149,332.04,544,626.0,82,110.1277955,3.4604264546440184,11,5,2,70.0,110.12779552715655
T7394,TR188,D178,Hyderabad,Chennai,2024-06-20 15:13:00,2024-06-20 23:29:00,2024-06-20 15:41:00,2024-06-21 01:45:00,Clear,High,Poor,108,237,54.12,496,604.0,108,23.54304636,4.3791574279379155,15,3,6,136.0,23.543046357615896
T7395,TR42,D419,Pune,Lucknow,2024-02-23 10:07:00,2024-02-23 14:21:00,2024-02-23 10:32:00,2024-02-23 14:48:00,Clear,Medium,Poor,2,129,30.73,254,256.0,2,30.234375,4.1978522616335825,10,4,2,27.0,30.234375
T7396,TR40,D280,Lucknow,Chennai,2024-06-20 01:31:00,2024-06-20 10:16:00,2024-06-20 01:53:00,2024-06-20 11:40:00,Snow,Medium,Poor,62,354,91.65,525,587.0,62,36.18398637,3.8625204582651387,1,3,6,84.0,36.183986371379895
T7397,TR77,D344,Jaipur,Mumbai,2024-05-26 11:31:00,2024-05-26 13:46:00,2024-05-26 11:32:00,2024-05-26 13:41:00,Clear,Low,Poor,-6,374,132.17,135,129.0,-6,173.9534884,2.829689036846486,11,6,5,-5.0,78.82579317134292
T7398,TR105,D17,Ahmedabad,Hyderabad,2024-04-23 11:55:00,2024-04-23 15:34:00,2024-04-23 11:56:00,2024-04-23 17:00:00,Storm,Medium,Poor,85,160,32.88,219,304.0,85,31.57894737,4.8661800486618,11,1,4,86.0,31.578947368421055
T7399,TR118,D296,Hyderabad,Chennai,2024-06-24 02:57:00,2024-06-24 12:06:00,2024-06-24 03:26:00,2024-06-24 12:50:00,Snow,High,Good,15,1605,520.78,549,564.0,15,170.7446809,3.0819155881562272,2,0,6,44.0,78.82579317134292
T7400,TR42,D202,Kolkata,Bangalore,2024-05-12 01:41:00,2024-05-12 04:20:00,2024-05-12 02:11:00,2024-05-12 05:22:00,Snow,High,Moderate,32,737,211.59,159,191.0,32,231.5183246,3.483151377664351,1,6,5,62.0,78.82579317134292
T7401,TR47,D450,Lucknow,Bangalore,2024-01-05 01:48:00,2024-01-05 04:43:00,2024-01-05 01:40:00,2024-01-05 07:27:00,Rainy,Low,Poor,172,1495,445.47,175,347.0,172,258.5014409,3.356006016117808,1,4,1,164.0,78.82579317134292
T7402,TR165,D172,Jaipur,Lucknow,2024-04-27 12:17:00,2024-04-27 19:36:00,2024-04-27 12:16:00,2024-04-27 22:26:00,Snow,Low,Moderate,171,1813,628.56,439,610.0,171,178.3278689,2.8843706249204533,12,5,4,170.0,78.82579317134292
T7403,TR22,D407,Pune,Chennai,2024-02-12 17:15:00,2024-02-12 19:17:00,2024-02-12 17:32:00,2024-02-12 19:43:00,Rainy,High,Moderate,9,945,368.96,122,131.0,9,432.8244275,2.5612532523850824,17,0,2,26.0,78.82579317134292
T7404,TR185,D262,Bangalore,Chennai,2024-02-21 09:38:00,2024-02-21 12:49:00,2024-02-21 10:11:00,2024-02-21 13:28:00,Clear,Low,Poor,6,1256,260.34,191,197.0,6,382.5380711,4.824460321118538,9,2,2,39.0,78.82579317134292
T7405,TR107,D194,Mumbai,Delhi,2024-01-18 06:29:00,2024-01-18 11:36:00,2024-01-18 06:23:00,2024-01-18 12:18:00,Fog,High,Moderate,48,657,151.08,307,355.0,48,111.0422535,4.348689436060365,6,3,1,42.0,111.04225352112675
T7406,TR27,D149,Jaipur,Hyderabad,2024-06-24 09:59:00,2024-06-24 17:33:00,2024-06-24 10:45:00,2024-06-24 17:10:00,Storm,High,Moderate,-69,921,360.92,454,385.0,-69,143.5324675,2.5518120359082346,9,0,6,-23.0,143.53246753246754
T7407,TR41,D375,Pune,Chennai,2024-06-16 08:44:00,2024-06-16 16:34:00,2024-06-16 09:23:00,2024-06-16 17:34:00,Storm,High,Moderate,21,1340,317.58,470,491.0,21,163.7474542,4.219409282700422,8,6,6,60.0,78.82579317134292
T7408,TR80,D376,Jaipur,Delhi,2024-01-18 22:57:00,2024-01-19 07:04:00,2024-01-18 23:39:00,2024-01-19 08:39:00,Clear,High,Moderate,53,892,315.83,487,540.0,53,99.11111111,2.8243042142924994,22,3,1,95.0,99.11111111111111
T7409,TR162,D35,Jaipur,Lucknow,2024-04-11 06:50:00,2024-04-11 13:15:00,2024-04-11 07:37:00,2024-04-11 13:18:00,Fog,Low,Moderate,-44,540,125.29,385,341.0,-44,95.01466276,4.3100007981482955,6,3,4,3.0,95.01466275659824
T7410,TR160,D369,Lucknow,Jaipur,2024-02-11 11:43:00,2024-02-11 18:57:00,2024-02-11 11:38:00,2024-02-11 19:35:00,Snow,High,Moderate,43,738,196.12,434,477.0,43,92.83018868,3.763002243524373,11,6,2,38.0,92.83018867924528
T7411,TR89,D29,Bangalore,Delhi,2024-03-31 13:33:00,2024-03-31 19:30:00,2024-03-31 13:52:00,2024-03-31 19:09:00,Fog,Medium,Moderate,-40,1037,209.72,357,317.0,-40,196.2776025,4.944688155636086,13,6,3,-21.0,78.82579317134292
T7412,TR66,D263,Pune,Bangalore,2024-01-31 05:19:00,2024-01-31 10:57:00,2024-01-31 05:07:00,2024-01-31 10:48:00,Snow,Low,Moderate,3,1085,303.0,338,341.0,3,190.9090909,3.580858085808581,5,2,1,-9.0,78.82579317134292
T7413,TR12,D221,Bangalore,Chennai,2024-05-19 14:30:00,2024-05-19 20:25:00,2024-05-19 15:20:00,2024-05-19 22:14:00,Snow,High,Moderate,59,1759,402.3,355,414.0,59,254.9275362,4.372358936117325,14,6,5,109.0,78.82579317134292
T7414,TR168,D53,Chennai,Mumbai,2024-02-02 18:14:00,2024-02-03 04:00:00,2024-02-02 18:31:00,2024-02-03 06:06:00,Snow,Low,Moderate,109,1616,620.76,586,695.0,109,139.5107914,2.603260519363361,18,4,2,126.0,139.51079136690646
T7415,TR73,D421,Lucknow,Delhi,2024-05-21 21:16:00,2024-05-22 00:10:00,2024-05-21 22:13:00,2024-05-22 02:18:00,Fog,Medium,Good,71,345,71.3,174,245.0,71,84.48979592,4.838709677419355,21,1,5,128.0,84.48979591836735
T7416,TR76,D279,Ahmedabad,Hyderabad,2024-03-15 00:46:00,2024-03-15 09:58:00,2024-03-15 01:05:00,2024-03-15 09:33:00,Clear,Medium,Good,-44,655,167.68,552,508.0,-44,77.36220472,3.90625,0,4,3,-25.0,77.36220472440945
T7417,TR90,D353,Ahmedabad,Pune,2024-01-06 18:25:00,2024-01-06 20:21:00,2024-01-06 18:47:00,2024-01-06 21:40:00,Snow,High,Good,57,1413,430.07,116,173.0,57,490.0578035,3.285511660892413,18,5,1,79.0,78.82579317134292
T7418,TR10,D392,Jaipur,Bangalore,2024-03-23 03:26:00,2024-03-23 06:47:00,2024-03-23 04:07:00,2024-03-23 06:23:00,Clear,Medium,Moderate,-65,1356,481.32,201,136.0,-65,598.2352941,2.817252555472451,3,5,3,-24.0,78.82579317134292
T7419,TR96,D76,Hyderabad,Ahmedabad,2024-04-02 07:25:00,2024-04-02 15:13:00,2024-04-02 07:42:00,2024-04-02 16:19:00,Snow,High,Poor,49,202,49.24,468,517.0,49,23.44294004,4.102355808285946,7,1,4,66.0,23.442940038684718
T7420,TR176,D494,Mumbai,Lucknow,2024-05-13 23:49:00,2024-05-14 02:06:00,2024-05-14 00:17:00,2024-05-14 03:25:00,Clear,High,Poor,51,1507,345.19,137,188.0,51,480.9574468,4.36571163706944,23,0,5,79.0,78.82579317134292
T7421,TR20,D176,Chennai,Bangalore,2024-05-25 14:27:00,2024-05-25 15:28:00,2024-05-25 15:04:00,2024-05-25 18:24:00,Clear,Low,Good,139,403,148.53,61,200.0,139,120.9,2.713256581162055,14,5,5,176.0,120.89999999999999
T7422,TR39,D10,Lucknow,Jaipur,2024-03-21 23:45:00,2024-03-22 01:19:00,2024-03-21 23:49:00,2024-03-22 01:01:00,Clear,High,Moderate,-22,84,28.85,94,72.0,-22,70.0,2.9116117850953205,23,3,3,-18.0,70.0
T7423,TR60,D463,Hyderabad,Delhi,2024-05-29 06:29:00,2024-05-29 14:03:00,2024-05-29 07:16:00,2024-05-29 14:35:00,Rainy,High,Poor,-15,988,285.26,454,439.0,-15,135.0341686,3.4635069760919865,6,2,5,32.0,135.03416856492026
T7424,TR66,D117,Delhi,Hyderabad,2024-04-25 17:08:00,2024-04-25 21:45:00,2024-04-25 17:43:00,2024-04-25 21:38:00,Fog,High,Poor,-42,1575,340.22,277,235.0,-42,402.1276596,4.629357474575275,17,3,4,-7.0,78.82579317134292
T7425,TR65,D280,Mumbai,Lucknow,2024-01-09 00:27:00,2024-01-09 02:33:00,2024-01-09 00:25:00,2024-01-09 03:36:00,Snow,High,Moderate,65,229,46.19,126,191.0,65,71.93717277,4.957783069928556,0,1,1,63.0,71.93717277486911
T7426,TR179,D218,Ahmedabad,Mumbai,2024-06-19 01:01:00,2024-06-19 03:09:00,2024-06-19 01:20:00,2024-06-19 04:15:00,Snow,High,Moderate,47,950,217.76,128,175.0,47,325.7142857,4.3626010286554004,1,2,6,66.0,78.82579317134292
T7427,TR124,D175,Ahmedabad,Lucknow,2024-01-12 20:16:00,2024-01-13 00:59:00,2024-01-12 20:45:00,2024-01-13 01:52:00,Rainy,High,Good,24,1561,620.94,283,307.0,24,305.0814332,2.5139304924791444,20,4,1,53.0,78.82579317134292
T7428,TR164,D234,Hyderabad,Jaipur,2024-06-07 17:11:00,2024-06-08 00:11:00,2024-06-07 17:28:00,2024-06-07 23:59:00,Clear,High,Moderate,-29,88,18.49,420,391.0,-29,13.50383632,4.7593293672255275,17,4,6,-12.0,13.50383631713555
T7429,TR152,D437,Chennai,Jaipur,2024-05-24 04:02:00,2024-05-24 12:39:00,2024-05-24 04:47:00,2024-05-24 13:31:00,Clear,Low,Good,7,1776,692.02,517,524.0,7,203.3587786,2.5663998150342477,4,4,5,52.0,78.82579317134292
T7430,TR155,D252,Mumbai,Ahmedabad,2024-06-05 14:45:00,2024-06-05 20:38:00,2024-06-05 15:41:00,2024-06-05 21:35:00,Snow,Low,Moderate,1,1913,403.35,353,354.0,1,324.2372881,4.742779223999008,14,2,6,57.0,78.82579317134292
T7431,TR130,D295,Hyderabad,Pune,2024-01-28 15:34:00,2024-01-28 21:59:00,2024-01-28 16:11:00,2024-01-28 22:37:00,Storm,High,Moderate,1,708,200.81,385,386.0,1,110.0518135,3.5257208306359247,15,6,1,38.0,110.05181347150258
T7432,TR159,D451,Delhi,Hyderabad,2024-03-23 17:23:00,2024-03-23 21:45:00,2024-03-23 17:57:00,2024-03-23 23:44:00,Snow,Low,Poor,85,1692,388.56,262,347.0,85,292.5648415,4.354539839407042,17,5,3,119.0,78.82579317134292
T7433,TR57,D322,Lucknow,Mumbai,2024-05-16 18:51:00,2024-05-17 00:47:00,2024-05-16 18:50:00,2024-05-17 01:16:00,Snow,High,Moderate,30,1731,636.94,356,386.0,30,269.0673575,2.7176814142619397,18,3,5,29.0,78.82579317134292
T7434,TR78,D6,Hyderabad,Kolkata,2024-06-28 12:36:00,2024-06-28 17:56:00,2024-06-28 13:02:00,2024-06-28 17:47:00,Rainy,High,Good,-35,167,57.34,320,285.0,-35,35.15789474,2.9124520404604115,12,4,6,-9.0,35.1578947368421
T7435,TR194,D21,Jaipur,Lucknow,2024-06-13 10:37:00,2024-06-13 20:14:00,2024-06-13 10:41:00,2024-06-13 21:15:00,Clear,Medium,Moderate,57,769,212.03,577,634.0,57,72.77602524,3.6268452577465453,10,3,6,61.0,72.77602523659306
T7436,TR29,D73,Pune,Bangalore,2024-04-30 07:57:00,2024-04-30 11:08:00,2024-04-30 08:49:00,2024-04-30 13:02:00,Fog,Low,Good,62,1028,395.95,191,253.0,62,243.7944664,2.5962874100265187,7,1,4,114.0,78.82579317134292
T7437,TR15,D330,Jaipur,Hyderabad,2024-04-09 20:52:00,2024-04-10 03:16:00,2024-04-09 20:43:00,2024-04-10 04:20:00,Snow,Medium,Poor,73,1152,331.57,384,457.0,73,151.2472648,3.474379467382453,20,1,4,64.0,78.82579317134292
T7438,TR12,D36,Mumbai,Jaipur,2024-01-16 06:02:00,2024-01-16 08:09:00,2024-01-16 06:52:00,2024-01-16 10:33:00,Snow,High,Poor,94,1550,353.89,127,221.0,94,420.8144796,4.379892056853825,6,1,1,144.0,78.82579317134292
T7439,TR101,D387,Bangalore,Lucknow,2024-06-20 01:11:00,2024-06-20 04:16:00,2024-06-20 02:08:00,2024-06-20 06:00:00,Fog,High,Good,47,896,216.59,185,232.0,47,231.7241379,4.1368484232882405,1,3,6,104.0,78.82579317134292
T7440,TR156,D233,Jaipur,Hyderabad,2024-05-18 10:28:00,2024-05-18 18:00:00,2024-05-18 10:35:00,2024-05-18 19:54:00,Rainy,High,Good,107,941,278.45,452,559.0,107,101.0017889,3.3794217992458253,10,5,5,114.0,101.00178890876566
T7441,TR84,D216,Pune,Lucknow,2024-01-13 11:39:00,2024-01-13 19:20:00,2024-01-13 11:59:00,2024-01-13 22:13:00,Storm,Low,Poor,153,1358,538.44,461,614.0,153,132.7035831,2.5221008840353614,11,5,1,173.0,132.70358306188925
T7442,TR125,D470,Jaipur,Hyderabad,2024-02-21 03:38:00,2024-02-21 10:13:00,2024-02-21 03:34:00,2024-02-21 12:52:00,Rainy,Low,Moderate,163,1346,424.04,395,558.0,163,144.7311828,3.174228846335251,3,2,2,159.0,144.7311827956989
T7443,TR103,D497,Hyderabad,Ahmedabad,2024-04-20 14:46:00,2024-04-20 16:14:00,2024-04-20 14:53:00,2024-04-20 18:54:00,Snow,Low,Moderate,153,1600,360.31,88,241.0,153,398.340249,4.440620576725597,14,5,4,160.0,78.82579317134292
T7444,TR24,D206,Pune,Ahmedabad,2024-05-02 23:54:00,2024-05-03 01:38:00,2024-05-02 23:49:00,2024-05-03 03:22:00,Rainy,Low,Moderate,109,217,64.75,104,213.0,109,61.12676056,3.3513513513513513,23,3,5,104.0,61.12676056338029
T7445,TR149,D426,Lucknow,Hyderabad,2024-04-09 01:37:00,2024-04-09 04:17:00,2024-04-09 01:22:00,2024-04-09 04:15:00,Fog,Medium,Moderate,13,124,36.01,160,173.0,13,43.00578035,3.4434879200222164,1,1,4,-2.0,43.005780346820806
T7446,TR138,D429,Bangalore,Ahmedabad,2024-05-10 21:55:00,2024-05-11 02:40:00,2024-05-10 22:18:00,2024-05-11 05:29:00,Rainy,Medium,Moderate,146,1332,496.0,285,431.0,146,185.4292343,2.685483870967742,21,4,5,169.0,78.82579317134292
T7447,TR110,D44,Hyderabad,Pune,2024-04-01 05:47:00,2024-04-01 13:45:00,2024-04-01 06:41:00,2024-04-01 13:18:00,Snow,Low,Good,-81,1534,383.1,478,397.0,-81,231.8387909,4.00417645523362,5,0,4,-27.0,78.82579317134292
T7448,TR78,D91,Delhi,Hyderabad,2024-02-01 22:28:00,2024-02-02 03:49:00,2024-02-01 22:43:00,2024-02-02 05:02:00,Fog,Low,Good,58,1751,431.84,321,379.0,58,277.2031662,4.054742497221193,22,3,2,73.0,78.82579317134292
T7449,TR101,D417,Delhi,Bangalore,2024-01-25 16:11:00,2024-01-25 22:02:00,2024-01-25 16:04:00,2024-01-25 23:29:00,Fog,Medium,Moderate,94,954,266.69,351,445.0,94,128.6292135,3.5771869961378377,16,3,1,87.0,128.62921348314606
T7450,TR146,D316,Mumbai,Lucknow,2024-01-28 04:29:00,2024-01-28 09:00:00,2024-01-28 05:09:00,2024-01-28 08:45:00,Snow,Low,Poor,-55,1448,328.98,271,216.0,-55,402.2222222,4.401483372849413,4,6,1,-15.0,78.82579317134292
T7451,TR142,D470,Kolkata,Lucknow,2024-02-09 12:52:00,2024-02-09 21:27:00,2024-02-09 12:54:00,2024-02-09 22:16:00,Snow,High,Poor,47,1710,364.44,515,562.0,47,182.5622776,4.692130391834047,12,4,2,49.0,78.82579317134292
T7452,TR162,D93,Jaipur,Lucknow,2024-06-13 05:10:00,2024-06-13 10:05:00,2024-06-13 05:53:00,2024-06-13 11:00:00,Snow,High,Moderate,12,807,184.4,295,307.0,12,157.7198697,4.3763557483731015,5,3,6,55.0,78.82579317134292
T7453,TR128,D467,Pune,Bangalore,2024-02-24 10:19:00,2024-02-24 20:12:00,2024-02-24 11:10:00,2024-02-24 20:56:00,Storm,Low,Moderate,-7,737,190.89,593,586.0,-7,75.46075085,3.860862276703861,10,5,2,44.0,75.46075085324232
T7454,TR58,D339,Hyderabad,Lucknow,2024-03-04 00:13:00,2024-03-04 02:21:00,2024-03-04 00:00:00,2024-03-04 04:57:00,Snow,Low,Good,169,1035,213.88,128,297.0,169,209.0909091,4.839162146998317,0,0,3,156.0,78.82579317134292
T7455,TR76,D454,Delhi,Jaipur,2024-02-17 09:45:00,2024-02-17 14:50:00,2024-02-17 09:59:00,2024-02-17 15:00:00,Rainy,High,Poor,-4,106,30.68,305,301.0,-4,21.12956811,3.455019556714472,9,5,2,10.0,21.12956810631229
T7456,TR150,D493,Bangalore,Pune,2024-04-02 23:39:00,2024-04-03 04:35:00,2024-04-03 00:27:00,2024-04-03 05:04:00,Clear,Low,Moderate,-19,1277,308.69,296,277.0,-19,276.6064982,4.136836308270433,23,1,4,29.0,78.82579317134292
